Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP26,OUT045,1600.536485630928
NCB54,OUT027,3496.009357609183
FDF32,OUT017,3227.2000173569436
FDN31,OUT018,2724.8533821153223
DRM48,OUT017,690.970789950373
FDN20,OUT049,2795.378000406745
DRL01,OUT046,3730.6947079702177
FDV56,OUT049,1885.0384575420394
DRH13,OUT027,3179.906009529644
FDA03,OUT017,2476.363307480764
FDF47,OUT027,4981.998453024411
FDX32,OUT046,2371.6843618507237
FDX57,OUT049,1706.8055679207903
NCA30,OUT045,2874.3325636647774
FDO49,OUT013,913.6115876047245
FDL04,OUT019,-232.8001911813148
DRM48,OUT035,750.5400425770197
FDR16,OUT013,3430.171693603971
NCC19,OUT018,2746.912196721329
NCE42,OUT045,3638.0805462730295
FDY24,OUT017,1046.6350075009605
FDH19,OUT049,2893.2262114872656
FDJ46,OUT013,2795.1365125976827
FDN45,OUT010,1604.545610082876
FDY08,OUT035,2396.496770896867
FDZ37,OUT035,1613.4107438391245
NCT30,OUT045,667.3557127829113
DRY23,OUT018,451.78510425547984
NCZ30,OUT018,1664.6258070191884
FDC44,OUT018,1512.790421025387
FDB45,OUT035,1840.686650414917
FDY04,OUT013,2678.661766907358
FDM27,OUT046,2491.9688036366356
FDZ43,OUT017,3964.8285985296084
FDT39,OUT019,575.7716583409388
NCC06,OUT019,89.84707822681457
FDL15,OUT027,3903.8909230151007
FDL57,OUT017,4212.603484753668
FDU08,OUT046,1608.4615322546808
FDK40,OUT017,4288.176721581558
FDQ12,OUT010,1720.602198445058
FDS48,OUT017,2525.190629478643
FDP09,OUT045,3295.9696598563924
FDW21,OUT049,1765.6696383633252
FDY25,OUT035,3031.379841706658
DRE13,OUT017,1491.2750309899234
FDV43,OUT019,-1185.4979057420342
FDD22,OUT045,1720.7347766424195
FDM46,OUT019,-452.17739920889557
NCO30,OUT010,1011.7992355118363
FDM25,OUT046,2810.7464391278186
NCN41,OUT049,2042.2067962270057
FDU24,OUT045,1468.3533046158839
FDZ50,OUT046,2959.290906741235
FDP45,OUT013,4056.1887075102672
NCM54,OUT045,1927.0907885508009
FDW10,OUT019,880.845924281557
FDP20,OUT017,2155.029348105917
FDK32,OUT046,2457.965431728467
FDN52,OUT049,1548.8508866242298
FDM58,OUT045,1781.4520266668746
FDZ46,OUT027,3232.1443825427536
NCA18,OUT018,1582.4829566590747
FDD35,OUT046,1967.776254907485
NCK31,OUT035,958.2964251269416
FDI40,OUT027,3099.9882837660575
FDT50,OUT019,-300.6934741351146
NCT06,OUT046,2600.6001745779927
FDT31,OUT035,3139.094072793087
FDT45,OUT049,984.2368309539895
FDT13,OUT045,2915.1023741776303
FDO50,OUT045,1400.5641206329115
NCU18,OUT010,307.6656044705504
NCR54,OUT049,3154.5031824348316
NCO18,OUT018,2541.079808747746
FDU09,OUT045,914.5591290326106
FDT13,OUT018,2714.2079703869226
FDE09,OUT046,1821.3705999962044
NCK53,OUT019,-284.45003198962723
FDG45,OUT049,3498.090222287189
DRH15,OUT035,875.8399053868593
FDO21,OUT019,1716.069391094958
FDD14,OUT027,4313.27349773945
FDC09,OUT046,1713.4781179236843
FDH45,OUT027,2215.432006446691
FDV32,OUT046,1067.6714684349322
FDG12,OUT035,2123.7478184156294
FDS32,OUT013,2324.205334402028
NCL55,OUT018,3663.8884811873813
DRE01,OUT035,3945.379932678577
DRE15,OUT049,1351.7746335757429
NCL42,OUT045,3809.433804436483
FDP31,OUT013,1097.2198931982527
FDN33,OUT018,1270.2701486690191
FDZ59,OUT046,2661.0720814502833
FDE45,OUT010,928.1818623843901
FDJ07,OUT013,1951.2635219880167
FDQ45,OUT018,2717.079990435366
FDM33,OUT027,4911.981968888502
FDO15,OUT010,-609.0872061846105
FDM46,OUT013,1503.8275127305467
FDR03,OUT045,3251.622965624573
FDY49,OUT018,2431.645921570155
FDQ60,OUT045,1874.7406033235507
FDW10,OUT049,2912.60398195248
FDO51,OUT049,907.2319948903428
FDJ40,OUT018,1525.8001173538953
FDS20,OUT018,2624.520636362142
FDU45,OUT013,1892.2882768409413
FDV02,OUT035,2838.72347504736
FDN09,OUT046,3837.2937164595774
NCM55,OUT027,4384.709611344435
FDN23,OUT018,2079.60018673717
FDY31,OUT010,414.297827255123
FDW03,OUT010,-131.3255886256436
FDD14,OUT046,2876.753513078861
FDV23,OUT017,2107.46489587913
DRI03,OUT045,2723.4551328238535
FDN13,OUT035,1719.6714497182345
FDF45,OUT027,2500.689433465579
FDU46,OUT035,1627.7571226395771
FDB57,OUT049,3671.701951183386
FDV12,OUT049,1770.3064600885339
FDQ58,OUT013,2459.9079669847565
NCA18,OUT017,1943.219388662003
FDH52,OUT049,1178.4594719683648
FDM24,OUT018,2164.113256976766
NCP43,OUT027,4309.764437533333
NCO18,OUT019,894.7645591997834
FDM32,OUT017,1561.1553224329332
NCL07,OUT017,735.3484927944467
FDK03,OUT013,4072.182296726129
FDP59,OUT017,1797.3852993357987
FDQ24,OUT049,4075.180413604136
FDQ16,OUT018,1492.090274460162
FDU44,OUT013,2637.085468599326
FDH28,OUT010,-1236.845176958029
FDV28,OUT019,-1294.51956798918
FDM22,OUT045,880.6490861267796
FDR56,OUT046,3142.6765142576487
FDV39,OUT049,3238.1701613349114
FDU37,OUT019,-567.4748855686114
FDQ11,OUT010,2213.95090767484
FDX02,OUT045,3469.1468249654736
NCS42,OUT018,1197.6193340461655
FDY57,OUT027,3010.1494764243994
FDB21,OUT049,3897.778738918821
FDE28,OUT017,3765.404347663252
FDQ55,OUT017,1986.2894377110274
FDA48,OUT049,3605.600871319073
FDZ19,OUT045,2698.7026781392165
NCC43,OUT045,3883.8759651782234
NCV18,OUT046,1297.358178570716
NCA42,OUT018,2244.672794711801
FDY45,OUT046,4056.619379211946
NCC30,OUT045,2754.1111796757045
FDM57,OUT013,1461.3138916573196
FDL09,OUT010,744.8555164219855
FDB09,OUT027,3453.199080328035
FDT44,OUT035,2039.3152896946463
NCT06,OUT027,4044.664045979182
FDX26,OUT049,2999.61708977056
FDK32,OUT013,2414.626918402254
DRA12,OUT046,2273.3893951477025
FDO46,OUT010,1137.168771295143
FDE52,OUT013,1495.6859015720584
NCH42,OUT045,3556.0020886580746
FDV08,OUT035,872.7513865392195
FDB47,OUT018,3061.419188924604
FDC28,OUT010,-131.1179785216275
FDD22,OUT046,1820.6293245953443
FDS07,OUT027,3291.7184645883767
DRI13,OUT045,3360.4122779833942
FDG32,OUT018,3214.5166635541736
FDU14,OUT017,4063.1120730398247
FDD28,OUT019,-922.7362477173879
NCP41,OUT017,1852.3297784118818
FDS08,OUT049,2886.988096311706
FDX47,OUT045,2499.7126143577607
FDC53,OUT019,-251.10468433682757
FDQ19,OUT035,4019.233432388977
FDL14,OUT045,2458.623022960896
FDM33,OUT019,1554.770267890482
FDA51,OUT045,1770.2739285839689
FDZ27,OUT018,558.2572950332152
FDT04,OUT046,656.8362919368437
DRC13,OUT049,2138.358532309943
FDR16,OUT027,4882.415103833897
FDQ03,OUT027,5225.109251266933
FDE38,OUT035,2824.2057973239343
DRH23,OUT027,2347.240826349227
FDT11,OUT019,1141.1635900480555
FDD09,OUT035,3012.549929307039
FDR40,OUT045,1333.3933277169585
FDX07,OUT017,3072.1881591582037
FDR07,OUT035,1704.608192243185
FDA51,OUT017,1957.971073120953
FDT59,OUT019,1764.5907642294092
FDF20,OUT017,3207.80511165771
FDR13,OUT045,1835.7006514426175
FDY26,OUT049,3478.879046999267
FDW04,OUT017,2232.6136700882485
FDK52,OUT017,3685.6516521395133
FDN60,OUT049,2591.8128933613034
FDM09,OUT019,848.376431731479
FDP46,OUT049,1520.3468934671216
FDB50,OUT019,-658.9802768529933
NCQ29,OUT049,4143.947209692491
FDP16,OUT027,5334.260654819738
FDX33,OUT018,2322.0687253726524
FDP07,OUT010,1181.4266328179247
FDN22,OUT046,3986.278744906434
FDF39,OUT049,4292.10554879528
FDS21,OUT017,1162.6645026999431
NCM42,OUT013,1714.7291892612568
FDK50,OUT019,719.2030161067601
DRF13,OUT027,3788.1242211120853
FDH35,OUT018,2332.838859184873
FDP60,OUT018,1332.151557559112
DRJ49,OUT027,3531.9263752191932
NCT42,OUT019,457.0850266059706
FDE38,OUT049,2775.944043138565
FDI04,OUT049,3289.7571041492533
NCH54,OUT045,2416.3313888191833
FDT56,OUT049,1102.017217521395
DRD15,OUT018,3384.600970529
FDV58,OUT013,3121.135910775508
FDP21,OUT049,3128.0538145220944
FDH05,OUT013,3748.08016017901
FDR10,OUT027,4039.2611823131697
NCP06,OUT045,2290.885933251743
FDF33,OUT049,1829.8205741401625
DRK37,OUT013,3027.0007215316596
DRH49,OUT045,1300.1059868309717
FDT58,OUT013,2691.642076092497
FDD41,OUT018,1448.8015646109138
FDP40,OUT018,1560.0161090737697
FDM51,OUT027,3147.9125677518905
FDO45,OUT010,-455.88761997831244
FDW33,OUT010,-216.73958851887437
FDY24,OUT045,902.9040390903558
FDB10,OUT010,1837.4280669011905
FDM40,OUT035,2381.3342225578467
NCI06,OUT017,2954.8778115959503
FDW12,OUT019,450.1395358311506
FDX48,OUT027,3971.77247322667
NCW05,OUT027,3121.8062603767235
FDX27,OUT017,1668.9786875034854
DRM37,OUT045,3046.6370032355057
FDA38,OUT045,3735.079980090917
FDR36,OUT046,714.3164399790368
FDZ45,OUT046,3151.295378028267
FDG05,OUT017,2667.5921583416252
FDK28,OUT013,4116.5686789908195
FDV47,OUT045,1326.1562620809655
FDN21,OUT045,2481.354175496551
FDP20,OUT027,3541.435521839605
FDI35,OUT045,2825.290520605977
DRY23,OUT013,675.0922680867147
FDA56,OUT017,2092.2477343666365
FDB09,OUT013,2007.4472149507524
NCO26,OUT027,3302.99375560942
FDQ49,OUT018,2268.2525008064226
FDI52,OUT027,3401.524022662804
FDZ44,OUT027,3344.955891899049
FDZ09,OUT018,2326.2698991758425
FDY03,OUT049,1956.1905635619878
NCG42,OUT017,2129.9754413236997
DRI13,OUT027,4897.061308976758
FDQ32,OUT013,2092.721429292904
FDW16,OUT035,1669.2624355745565
FDU27,OUT046,800.9635506262807
FDR28,OUT010,738.8303406275212
FDQ49,OUT010,655.8755234527574
FDS37,OUT046,1879.9315681483936
FDW26,OUT018,3246.4784807509072
FDX12,OUT018,3588.7332755918833
NCP06,OUT013,2410.3640270012083
FDW45,OUT010,411.2385016334391
NCN30,OUT049,1612.6594593792627
FDN24,OUT049,968.1168412499185
NCL41,OUT027,1998.8489012867758
FDR02,OUT019,-117.40961011742519
FDD09,OUT010,977.4259841516614
FDS33,OUT010,-430.1464236346665
FDU22,OUT045,1843.5545093755336
FDI53,OUT013,2643.832772862156
DRH01,OUT049,2861.2571218600388
FDX32,OUT013,2347.7667354509786
NCP30,OUT018,380.18450099847394
FDB60,OUT045,3052.0234513718447
FDB14,OUT049,1639.9538450092743
NCP02,OUT035,1088.6689479527936
FDJ10,OUT017,2376.9753650894577
FDG34,OUT046,1845.0368012371032
NCB18,OUT017,1505.2152583593227
FDM16,OUT049,1369.8254369236693
FDW25,OUT018,1105.64558295878
FDB35,OUT010,-392.9018188203197
DRN11,OUT013,2273.910100728583
FDF41,OUT019,1982.5638931635362
FDH16,OUT045,1368.2177685575277
NCQ50,OUT018,3067.6899871776363
DRH23,OUT018,622.1358799155382
DRJ37,OUT013,2437.9982628772814
DRJ24,OUT027,4351.434631454011
FDY16,OUT035,3091.1752250672716
FDQ27,OUT045,1683.5522051770258
FDZ33,OUT045,2291.5010858428
FDF29,OUT045,2091.7598057931114
FDA08,OUT049,2745.7383466235183
FDG31,OUT046,1094.3138125616422
FDE34,OUT019,1090.9012893725762
NCR30,OUT027,2626.8959466169517
FDV33,OUT035,4278.078727117241
DRZ24,OUT018,1659.7728145277497
NCL54,OUT035,2869.711325854917
FDR12,OUT049,2902.238333618754
NCC54,OUT046,3782.039523777548
DRN59,OUT013,805.4588442896265
FDX50,OUT019,-132.56542687430868
FDV31,OUT027,4272.447981089823
NCA29,OUT027,4180.778857534313
FDW60,OUT049,2972.412779715312
FDX08,OUT017,3014.375522091088
DRD49,OUT013,3721.1610537918145
FDD33,OUT046,3644.23796790583
FDW35,OUT013,765.5332943775101
FDJ36,OUT017,1789.379921397252
FDV51,OUT035,2800.438504866759
FDW36,OUT046,1719.5927200452754
FDH35,OUT046,2628.9629411042556
NCS30,OUT027,3509.8716356377217
FDN49,OUT017,782.5453161476693
FDL08,OUT018,3616.846901244939
FDI09,OUT013,3846.036890540429
FDP19,OUT018,1765.520971574012
FDU21,OUT010,-1304.4891992080989
NCP41,OUT045,1650.4684481420925
FDY10,OUT013,1844.5301090145576
FDP12,OUT018,401.52444775524907
NCN26,OUT049,1947.3106105803035
FDK44,OUT013,2754.897453814442
FDC28,OUT049,1861.0831458517696
FDJ41,OUT027,5617.364345069907
NCT29,OUT035,2098.2184904056116
NCH42,OUT019,1696.212123759848
FDU60,OUT018,2426.1373951873893
FDS02,OUT045,3018.071981006411
FDC51,OUT046,2037.6231204983137
FDU03,OUT013,2964.981745614562
FDX39,OUT045,3334.164210231472
NCY05,OUT010,-1311.2195806851848
NCL06,OUT027,5522.754167716359
FDD32,OUT035,1511.364989375154
NCN41,OUT045,1874.2999281645052
NCX53,OUT049,2341.809823721047
FDU57,OUT019,519.6547002658358
FDQ23,OUT046,1694.3732680327603
FDQ52,OUT045,3846.1781572961154
FDC14,OUT045,667.1843122034647
FDY09,OUT035,2965.216605108535
FDQ28,OUT045,2470.961094292718
FDV25,OUT046,3478.3781722448216
FDJ07,OUT035,2030.8436821638352
DRB25,OUT049,1789.096311642676
FDK52,OUT019,1655.1008799107763
FDY52,OUT027,2509.4417774849767
FDB28,OUT046,3132.4927905062914
FDT36,OUT035,751.9458221334917
FDV25,OUT017,3629.0508962254175
NCN07,OUT027,3519.494637200543
FDC57,OUT017,3214.1675618384243
FDQ03,OUT018,3506.2756970590744
FDU23,OUT017,2776.8504581734705
NCX41,OUT035,3494.3870798157827
NCD06,OUT035,892.0491769480418
FDW08,OUT045,1596.36994254728
NCU29,OUT017,2377.050105413973
NCE06,OUT013,2562.4840082036562
FDV52,OUT010,-12.07540490229917
FDB02,OUT017,2969.0828535979776
NCR18,OUT045,642.4294388070666
FDK16,OUT049,1648.3403154399987
NCQ29,OUT010,2118.294357903951
FDZ01,OUT019,-158.57681543596658
FDW27,OUT035,2669.894932814144
FDD17,OUT018,3497.633546301681
FDW39,OUT013,2895.4082213460565
DRH59,OUT045,1106.5809771023853
FDS52,OUT013,1693.0780392138051
FDU40,OUT027,4555.025717474813
NCF54,OUT013,2765.7371601586624
FDH46,OUT045,1646.6539194561267
NCP14,OUT049,1730.1493503940628
FDH50,OUT049,3102.6141285024814
DRF15,OUT010,525.1273573260279
FDV27,OUT027,2922.504206497986
NCJ06,OUT049,2003.8734889510165
FDN02,OUT018,2975.38923125089
FDQ51,OUT049,930.5526382582807
FDQ07,OUT017,3665.275689494347
FDS45,OUT049,1748.89606430257
NCJ06,OUT045,1853.0796755798037
FDD36,OUT035,2040.7754504567965
FDY25,OUT045,2841.6630483487547
FDU52,OUT046,2474.0068668778686
DRK47,OUT017,3650.925716589364
NCL30,OUT017,2134.986958167196
FDN22,OUT035,4141.478791814789
NCF30,OUT027,3426.2069167789127
