Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDE52,OUT045,1349.5129043321301
FDW12,OUT035,2432.6625807321775
FDL51,OUT017,3805.948604166664
NCY42,OUT027,2846.4008225165553
FDR07,OUT017,1559.9736407643313
FDN40,OUT045,2432.6625807321775
FDB35,OUT027,2846.4008225165553
FDA22,OUT017,2633.839843902438
NCL06,OUT046,4125.174474540681
FDI35,OUT013,3190.643467582416
NCW42,OUT045,3805.948604166664
NCX06,OUT049,2843.569789215686
FDC37,OUT027,2846.4008225165553
FDZ14,OUT018,2006.4707423197485
DRG49,OUT049,3549.850947508307
NCG06,OUT045,4125.174474540681
DRC36,OUT045,2843.569789215686
FDV21,OUT019,207.13050352504638
FDB53,OUT046,2432.6625807321775
DRP47,OUT019,471.3068466911763
FDA14,OUT013,2432.6625807321775
DRC24,OUT035,2432.6625807321775
FDW21,OUT018,1559.9736407643313
NCH29,OUT046,1559.9736407643313
FDU58,OUT013,3190.643467582416
FDY27,OUT017,2843.569789215686
FDV56,OUT035,1673.9839872860641
FDT59,OUT046,3805.948604166664
FDB23,OUT046,3805.948604166664
FDR49,OUT045,790.3307954098362
FDB03,OUT010,471.3068466911763
FDN39,OUT045,2633.839843902438
FDX02,OUT027,5041.821497446809
FDQ16,OUT027,2846.4008225165553
FDU35,OUT018,1559.9736407643313
NCT29,OUT013,2006.4707423197485
FDZ27,OUT046,790.3307954098362
FDN57,OUT017,2117.451380327869
FDA03,OUT018,2432.6625807321775
FDZ36,OUT045,3190.643467582416
NCU05,OUT013,1349.5129043321301
FDT39,OUT018,2432.6625807321775
FDK60,OUT017,1559.9736407643313
FDZ25,OUT017,2633.839843902438
FDG12,OUT046,2006.4707423197485
DRB01,OUT019,471.3068466911763
NCC43,OUT027,5041.821497446809
FDX13,OUT019,471.3068466911763
FDM22,OUT049,1068.5067658349315
FDJ03,OUT027,790.3307954098362
FDU14,OUT018,4125.174474540681
FDB33,OUT010,471.3068466911763
FDP27,OUT046,3011.5252991596626
FDO38,OUT010,207.13050352504638
FDE28,OUT027,5041.821497446809
FDO27,OUT035,1559.9736407643313
DRL23,OUT027,2846.4008225165553
FDS28,OUT046,1068.5067658349315
FDX24,OUT013,1349.5129043321301
FDZ02,OUT035,1559.9736407643313
FDL46,OUT045,1892.0661445161295
FDS60,OUT027,5041.821497446809
NCO06,OUT017,646.088815789474
FDO16,OUT035,1349.5129043321301
FDC60,OUT049,1349.5129043321301
FDA48,OUT018,3549.850947508307
FDZ36,OUT027,5041.821497446809
FDK27,OUT045,2006.4707423197485
FDW23,OUT018,646.088815789474
FDM14,OUT018,1673.9839872860641
FDM14,OUT013,1673.9839872860641
FDW60,OUT018,2843.569789215686
FDE21,OUT013,1892.0661445161295
NCM42,OUT035,1673.9839872860641
FDY59,OUT010,207.13050352504638
DRI49,OUT049,1349.5129043321301
FDT28,OUT019,471.3068466911763
FDQ22,OUT018,646.088815789474
FDR60,OUT049,1349.5129043321301
FDC50,OUT019,207.13050352504638
FDV24,OUT013,2432.6625807321775
DRF48,OUT010,471.3068466911763
FDQ47,OUT046,646.088815789474
DRN36,OUT049,1559.9736407643313
NCY06,OUT035,2117.451380327869
FDE52,OUT035,1349.5129043321301
NCB54,OUT045,2006.4707423197485
NCF31,OUT035,2432.6625807321775
FDJ08,OUT027,5041.821497446809
NCC07,OUT017,1673.9839872860641
NCD19,OUT027,1068.5067658349315
FDL46,OUT049,1892.0661445161295
FDM20,OUT045,3805.948604166664
NCI06,OUT010,471.3068466911763
DRM11,OUT035,4125.174474540681
NCH07,OUT018,2633.839843902438
FDS23,OUT013,2006.4707423197485
FDO49,OUT018,790.3307954098362
FDS35,OUT049,1068.5067658349315
DRK39,OUT045,1349.5129043321301
DRI39,OUT049,1068.5067658349315
FDV04,OUT017,2633.839843902438
NCN14,OUT035,3190.643467582416
FDH08,OUT013,3805.948604166664
FDS20,OUT046,3190.643467582416
FDV40,OUT049,1068.5067658349315
FDZ48,OUT010,207.13050352504638
FDS24,OUT027,2846.4008225165553
FDK44,OUT049,2843.569789215686
FDS48,OUT045,2432.6625807321775
FDK26,OUT010,471.3068466911763
FDD23,OUT045,3190.643467582416
NCH54,OUT017,2633.839843902438
NCP14,OUT010,207.13050352504638
FDM60,OUT010,207.13050352504638
FDV24,OUT017,2432.6625807321775
FDH08,OUT018,3805.948604166664
FDS12,OUT027,2846.4008225165553
FDR39,OUT027,5041.821497446809
FDP12,OUT027,646.088815789474
DRF60,OUT027,5041.821497446809
FDC09,OUT035,1673.9839872860641
FDF50,OUT018,3011.5252991596626
FDG28,OUT035,3805.948604166664
NCE19,OUT017,1068.5067658349315
NCM53,OUT010,207.13050352504638
NCN18,OUT049,1673.9839872860641
FDF32,OUT035,3011.5252991596626
FDF11,OUT013,3805.948604166664
DRI59,OUT049,3805.948604166664
NCG54,OUT035,2633.839843902438
FDM44,OUT046,1559.9736407643313
FDT57,OUT018,3805.948604166664
FDV24,OUT046,2432.6625807321775
FDI50,OUT019,471.3068466911763
FDS09,OUT035,790.3307954098362
NCC31,OUT027,5041.821497446809
FDQ07,OUT019,471.3068466911763
FDC22,OUT017,3011.5252991596626
FDZ56,OUT046,2633.839843902438
FDZ40,OUT019,207.13050352504638
FDS46,OUT027,2846.4008225165553
DRD24,OUT045,2117.451380327869
FDV45,OUT017,3190.643467582416
FDL26,OUT045,2432.6625807321775
FDA56,OUT018,2006.4707423197485
FDN27,OUT046,1892.0661445161295
FDM20,OUT049,3805.948604166664
FDO16,OUT017,1349.5129043321301
FDL03,OUT035,3011.5252991596626
FDE58,OUT046,1892.0661445161295
FDI02,OUT027,2846.4008225165553
NCC55,OUT019,207.13050352504638
FDR03,OUT018,3805.948604166664
FDB14,OUT017,1349.5129043321301
FDR45,OUT013,3805.948604166664
NCN07,OUT017,2117.451380327869
FDM51,OUT019,207.13050352504638
FDT52,OUT027,5041.821497446809
FDL26,OUT046,2432.6625807321775
NCZ42,OUT046,3805.948604166664
DRI47,OUT019,471.3068466911763
FDW40,OUT013,2117.451380327869
FDN34,OUT046,2633.839843902438
FDS01,OUT035,2843.569789215686
NCG55,OUT045,1892.0661445161295
FDC11,OUT035,1349.5129043321301
FDX35,OUT018,3549.850947508307
NCB06,OUT046,2633.839843902438
FDR09,OUT019,471.3068466911763
FDC53,OUT017,1559.9736407643313
FDY45,OUT013,4125.174474540681
FDA22,OUT010,471.3068466911763
FDE02,OUT035,1559.9736407643313
FDW21,OUT045,1559.9736407643313
FDV34,OUT046,1068.5067658349315
FDS59,OUT049,1673.9839872860641
NCW17,OUT017,2117.451380327869
NCK54,OUT046,1892.0661445161295
FDG17,OUT019,471.3068466911763
FDG35,OUT017,2843.569789215686
FDD08,OUT010,207.13050352504638
NCO07,OUT017,3805.948604166664
FDJ10,OUT010,207.13050352504638
FDW36,OUT017,1673.9839872860641
FDW21,OUT010,207.13050352504638
FDY19,OUT017,1892.0661445161295
DRE03,OUT013,790.3307954098362
NCC55,OUT049,646.088815789474
FDH52,OUT010,207.13050352504638
FDO09,OUT017,4125.174474540681
FDU43,OUT045,3805.948604166664
FDX09,OUT010,471.3068466911763
FDH40,OUT019,207.13050352504638
FDW58,OUT017,1673.9839872860641
FDC47,OUT017,3549.850947508307
NCR41,OUT035,1559.9736407643313
DRG49,OUT035,3549.850947508307
FDC52,OUT027,5041.821497446809
FDY13,OUT046,1068.5067658349315
FDY35,OUT013,790.3307954098362
FDI35,OUT017,3190.643467582416
NCU18,OUT049,2117.451380327869
FDY33,OUT018,2633.839843902438
FDC15,OUT027,5041.821497446809
FDU01,OUT049,3190.643467582416
NCU42,OUT046,2633.839843902438
NCV29,OUT018,2843.569789215686
NCY30,OUT017,3190.643467582416
FDQ46,OUT049,1673.9839872860641
FDG58,OUT027,5041.821497446809
FDK33,OUT017,3805.948604166664
NCD07,OUT045,1892.0661445161295
NCX29,OUT027,5041.821497446809
NCT42,OUT013,2432.6625807321775
DRN59,OUT035,790.3307954098362
FDI44,OUT035,1349.5129043321301
FDA45,OUT049,2843.569789215686
FDP31,OUT045,1068.5067658349315
FDY01,OUT046,1892.0661445161295
FDT09,OUT018,2117.451380327869
DRH03,OUT027,2846.4008225165553
FDA36,OUT018,3190.643467582416
NCF31,OUT017,2432.6625807321775
FDG14,OUT049,2432.6625807321775
FDG28,OUT027,5041.821497446809
FDU14,OUT049,4125.174474540681
FDY47,OUT019,207.13050352504638
FDI56,OUT049,1349.5129043321301
DRD01,OUT013,1068.5067658349315
FDM22,OUT046,1068.5067658349315
FDH33,OUT013,646.088815789474
DRZ24,OUT013,1892.0661445161295
NCQ38,OUT046,1673.9839872860641
FDO16,OUT027,2846.4008225165553
FDU07,OUT027,5041.821497446809
NCB07,OUT013,3011.5252991596626
FDU48,OUT045,2117.451380327869
NCM43,OUT045,2633.839843902438
FDR31,OUT010,471.3068466911763
DRK49,OUT018,646.088815789474
NCI30,OUT010,471.3068466911763
DRD60,OUT017,3190.643467582416
NCG19,OUT046,3549.850947508307
FDH12,OUT035,1673.9839872860641
FDM32,OUT035,1349.5129043321301
FDM27,OUT035,2432.6625807321775
NCU53,OUT027,5041.821497446809
NCQ18,OUT046,1559.9736407643313
FDS10,OUT013,2843.569789215686
FDB33,OUT027,5041.821497446809
FDI12,OUT013,1349.5129043321301
NCW42,OUT013,3805.948604166664
NCC06,OUT018,2117.451380327869
FDW02,OUT017,2006.4707423197485
NCD43,OUT017,1673.9839872860641
FDM57,OUT018,1349.5129043321301
FDA58,OUT017,3549.850947508307
FDK56,OUT046,3190.643467582416
FDP52,OUT045,3805.948604166664
FDW20,OUT018,2117.451380327869
FDS52,OUT049,1559.9736407643313
NCT29,OUT018,1892.0661445161295
NCL54,OUT013,2843.569789215686
FDC05,OUT045,3011.5252991596626
FDF34,OUT035,3011.5252991596626
FDP03,OUT027,2846.4008225165553
FDD32,OUT010,207.13050352504638
FDZ10,OUT045,2117.451380327869
FDZ40,OUT035,1068.5067658349315
FDD51,OUT018,790.3307954098362
NCY30,OUT019,471.3068466911763
FDP58,OUT017,3549.850947508307
FDV49,OUT017,4125.174474540681
FDY24,OUT019,207.13050352504638
NCO55,OUT017,1673.9839872860641
FDR13,OUT017,1892.0661445161295
FDS51,OUT017,1068.5067658349315
FDP26,OUT045,1673.9839872860641
NCB54,OUT027,2846.4008225165553
FDF32,OUT017,3011.5252991596626
FDN31,OUT018,3190.643467582416
DRM48,OUT017,646.088815789474
FDN20,OUT049,2633.839843902438
DRL01,OUT046,3805.948604166664
FDV56,OUT049,1673.9839872860641
DRH13,OUT027,2846.4008225165553
FDA03,OUT017,2432.6625807321775
FDF47,OUT027,5041.821497446809
FDX32,OUT046,2432.6625807321775
FDX57,OUT049,1559.9736407643313
NCA30,OUT045,3011.5252991596626
FDO49,OUT013,790.3307954098362
FDL04,OUT019,207.13050352504638
DRM48,OUT035,646.088815789474
FDR16,OUT013,3549.850947508307
NCC19,OUT018,3011.5252991596626
NCE42,OUT045,3805.948604166664
FDY24,OUT017,1068.5067658349315
FDH19,OUT049,2843.569789215686
FDJ46,OUT013,2843.569789215686
FDN45,OUT010,471.3068466911763
FDY08,OUT035,2006.4707423197485
FDZ37,OUT035,1349.5129043321301
NCT30,OUT045,790.3307954098362
DRY23,OUT018,646.088815789474
NCZ30,OUT018,2006.4707423197485
FDC44,OUT018,1892.0661445161295
FDB45,OUT035,1673.9839872860641
FDY04,OUT013,2633.839843902438
FDM27,OUT046,2633.839843902438
FDZ43,OUT017,3805.948604166664
FDT39,OUT019,471.3068466911763
NCC06,OUT019,207.13050352504638
FDL15,OUT027,5041.821497446809
FDL57,OUT017,4125.174474540681
FDU08,OUT046,1559.9736407643313
FDK40,OUT017,4125.174474540681
FDQ12,OUT010,471.3068466911763
FDS48,OUT017,2432.6625807321775
FDP09,OUT045,3805.948604166664
FDW21,OUT049,1559.9736407643313
FDY25,OUT035,3190.643467582416
DRE13,OUT017,1349.5129043321301
FDV43,OUT019,207.13050352504638
FDD22,OUT045,1673.9839872860641
FDM46,OUT019,207.13050352504638
NCO30,OUT010,471.3068466911763
FDM25,OUT046,2843.569789215686
NCN41,OUT049,2117.451380327869
FDU24,OUT045,1349.5129043321301
FDZ50,OUT046,3190.643467582416
FDP45,OUT013,4125.174474540681
NCM54,OUT045,2117.451380327869
FDW10,OUT019,471.3068466911763
FDP20,OUT017,2117.451380327869
FDK32,OUT046,2432.6625807321775
FDN52,OUT049,1349.5129043321301
FDM58,OUT045,1673.9839872860641
FDZ46,OUT027,2846.4008225165553
NCA18,OUT018,1892.0661445161295
FDD35,OUT046,2006.4707423197485
NCK31,OUT035,790.3307954098362
FDI40,OUT027,2846.4008225165553
FDT50,OUT019,207.13050352504638
NCT06,OUT046,2633.839843902438
FDT31,OUT035,3190.643467582416
FDT45,OUT049,1068.5067658349315
FDT13,OUT045,3190.643467582416
FDO50,OUT045,1349.5129043321301
NCU18,OUT010,207.13050352504638
NCR54,OUT049,3011.5252991596626
NCO18,OUT018,2843.569789215686
FDU09,OUT045,1068.5067658349315
FDT13,OUT018,3190.643467582416
FDE09,OUT046,1673.9839872860641
NCK53,OUT019,207.13050352504638
FDG45,OUT049,3805.948604166664
DRH15,OUT035,790.3307954098362
FDO21,OUT019,471.3068466911763
FDD14,OUT027,5041.821497446809
FDC09,OUT046,1673.9839872860641
FDH45,OUT027,646.088815789474
FDV32,OUT046,1068.5067658349315
FDG12,OUT035,1892.0661445161295
FDS32,OUT013,2117.451380327869
NCL55,OUT018,4125.174474540681
DRE01,OUT035,3549.850947508307
DRE15,OUT049,1349.5129043321301
NCL42,OUT045,3805.948604166664
FDP31,OUT013,1068.5067658349315
FDN33,OUT018,1349.5129043321301
FDZ59,OUT046,2633.839843902438
FDE45,OUT010,471.3068466911763
FDJ07,OUT013,1892.0661445161295
FDQ45,OUT018,3190.643467582416
FDM33,OUT027,5041.821497446809
FDO15,OUT010,207.13050352504638
FDM46,OUT013,1349.5129043321301
FDR03,OUT045,3805.948604166664
FDY49,OUT018,2633.839843902438
FDQ60,OUT045,1892.0661445161295
FDW10,OUT049,2843.569789215686
FDO51,OUT049,790.3307954098362
FDJ40,OUT018,1673.9839872860641
FDS20,OUT018,3190.643467582416
FDU45,OUT013,1892.0661445161295
FDV02,OUT035,2633.839843902438
FDN09,OUT046,3805.948604166664
NCM55,OUT027,5041.821497446809
FDN23,OUT018,2432.6625807321775
FDY31,OUT010,471.3068466911763
FDW03,OUT010,207.13050352504638
FDD14,OUT046,3190.643467582416
FDV23,OUT017,2006.4707423197485
DRI03,OUT045,2843.569789215686
FDN13,OUT035,1559.9736407643313
FDF45,OUT027,1068.5067658349315
FDU46,OUT035,1349.5129043321301
FDB57,OUT049,3805.948604166664
FDV12,OUT049,1559.9736407643313
FDQ58,OUT013,2432.6625807321775
NCA18,OUT017,1892.0661445161295
FDH52,OUT049,1068.5067658349315
FDM24,OUT018,2432.6625807321775
NCP43,OUT027,5041.821497446809
NCO18,OUT019,471.3068466911763
FDM32,OUT017,1349.5129043321301
NCL07,OUT017,646.088815789474
FDK03,OUT013,4125.174474540681
FDP59,OUT017,1673.9839872860641
FDQ24,OUT049,4125.174474540681
FDQ16,OUT018,1673.9839872860641
FDU44,OUT013,2633.839843902438
FDH28,OUT010,207.13050352504638
FDV28,OUT019,207.13050352504638
FDM22,OUT045,1068.5067658349315
FDR56,OUT046,3011.5252991596626
FDV39,OUT049,3011.5252991596626
FDU37,OUT019,207.13050352504638
FDQ11,OUT010,471.3068466911763
FDX02,OUT045,3805.948604166664
NCS42,OUT018,1349.5129043321301
FDY57,OUT027,2846.4008225165553
FDB21,OUT049,3549.850947508307
FDE28,OUT017,3549.850947508307
FDQ55,OUT017,1892.0661445161295
FDA48,OUT049,3549.850947508307
FDZ19,OUT045,2843.569789215686
NCC43,OUT045,4125.174474540681
NCV18,OUT046,1349.5129043321301
NCA42,OUT018,2633.839843902438
FDY45,OUT046,4125.174474540681
NCC30,OUT045,2843.569789215686
FDM57,OUT013,1349.5129043321301
FDL09,OUT010,471.3068466911763
FDB09,OUT027,2846.4008225165553
FDT44,OUT035,1892.0661445161295
NCT06,OUT027,5041.821497446809
FDX26,OUT049,3190.643467582416
FDK32,OUT013,2432.6625807321775
DRA12,OUT046,2006.4707423197485
FDO46,OUT010,471.3068466911763
FDE52,OUT013,1349.5129043321301
NCH42,OUT045,3805.948604166664
FDV08,OUT035,646.088815789474
FDB47,OUT018,3549.850947508307
FDC28,OUT010,207.13050352504638
FDD22,OUT046,1892.0661445161295
FDS07,OUT027,2846.4008225165553
DRI13,OUT045,3805.948604166664
FDG32,OUT018,3549.850947508307
FDU14,OUT017,4125.174474540681
FDD28,OUT019,207.13050352504638
NCP41,OUT017,1673.9839872860641
FDS08,OUT049,2843.569789215686
FDX47,OUT045,2633.839843902438
FDC53,OUT019,207.13050352504638
FDQ19,OUT035,3805.948604166664
FDL14,OUT045,2432.6625807321775
FDM33,OUT019,471.3068466911763
FDA51,OUT045,1892.0661445161295
FDZ27,OUT018,790.3307954098362
FDT04,OUT046,646.088815789474
DRC13,OUT049,2006.4707423197485
FDR16,OUT027,5041.821497446809
FDQ03,OUT027,5041.821497446809
FDE38,OUT035,2633.839843902438
DRH23,OUT027,1068.5067658349315
FDT11,OUT019,471.3068466911763
FDD09,OUT035,2843.569789215686
FDR40,OUT045,1349.5129043321301
FDX07,OUT017,3190.643467582416
FDR07,OUT035,1559.9736407643313
FDA51,OUT017,1892.0661445161295
FDT59,OUT019,471.3068466911763
FDF20,OUT017,3011.5252991596626
FDR13,OUT045,1892.0661445161295
FDY26,OUT049,3805.948604166664
FDW04,OUT017,2006.4707423197485
FDK52,OUT017,3549.850947508307
FDN60,OUT049,2633.839843902438
FDM09,OUT019,471.3068466911763
FDP46,OUT049,1349.5129043321301
FDB50,OUT019,207.13050352504638
NCQ29,OUT049,4125.174474540681
FDP16,OUT027,5041.821497446809
FDX33,OUT018,2633.839843902438
FDP07,OUT010,471.3068466911763
FDN22,OUT046,4125.174474540681
FDF39,OUT049,4125.174474540681
FDS21,OUT017,1068.5067658349315
NCM42,OUT013,1673.9839872860641
FDK50,OUT019,471.3068466911763
DRF13,OUT027,5041.821497446809
FDH35,OUT018,2633.839843902438
FDP60,OUT018,1559.9736407643313
DRJ49,OUT027,2846.4008225165553
NCT42,OUT019,471.3068466911763
FDE38,OUT049,2633.839843902438
FDI04,OUT049,3011.5252991596626
NCH54,OUT045,2633.839843902438
FDT56,OUT049,1068.5067658349315
DRD15,OUT018,3805.948604166664
FDV58,OUT013,3011.5252991596626
FDP21,OUT049,3190.643467582416
FDH05,OUT013,3549.850947508307
FDR10,OUT027,5041.821497446809
NCP06,OUT045,2432.6625807321775
FDF33,OUT049,1673.9839872860641
DRK37,OUT013,3190.643467582416
DRH49,OUT045,1349.5129043321301
FDT58,OUT013,2633.839843902438
FDD41,OUT018,1673.9839872860641
FDP40,OUT018,1673.9839872860641
FDM51,OUT027,2846.4008225165553
FDO45,OUT010,207.13050352504638
FDW33,OUT010,207.13050352504638
FDY24,OUT045,1068.5067658349315
FDB10,OUT010,471.3068466911763
FDM40,OUT035,2006.4707423197485
NCI06,OUT017,3190.643467582416
FDW12,OUT019,471.3068466911763
FDX48,OUT027,5041.821497446809
NCW05,OUT027,2846.4008225165553
FDX27,OUT017,1559.9736407643313
DRM37,OUT045,3011.5252991596626
FDA38,OUT045,3805.948604166664
FDR36,OUT046,646.088815789474
FDZ45,OUT046,3011.5252991596626
FDG05,OUT017,2633.839843902438
FDK28,OUT013,4125.174474540681
FDV47,OUT045,1349.5129043321301
FDN21,OUT045,2633.839843902438
FDP20,OUT027,2846.4008225165553
FDI35,OUT045,3190.643467582416
DRY23,OUT013,646.088815789474
FDA56,OUT017,2006.4707423197485
FDB09,OUT013,2117.451380327869
NCO26,OUT027,2846.4008225165553
FDQ49,OUT018,2432.6625807321775
FDI52,OUT027,2846.4008225165553
FDZ44,OUT027,2846.4008225165553
FDZ09,OUT018,2633.839843902438
FDY03,OUT049,1892.0661445161295
NCG42,OUT017,2117.451380327869
DRI13,OUT027,5041.821497446809
FDQ32,OUT013,2117.451380327869
FDW16,OUT035,1349.5129043321301
FDU27,OUT046,790.3307954098362
FDR28,OUT010,471.3068466911763
FDQ49,OUT010,471.3068466911763
FDS37,OUT046,1892.0661445161295
FDW26,OUT018,3549.850947508307
FDX12,OUT018,3805.948604166664
NCP06,OUT013,2432.6625807321775
FDW45,OUT010,471.3068466911763
NCN30,OUT049,1559.9736407643313
FDN24,OUT049,1068.5067658349315
NCL41,OUT027,646.088815789474
FDR02,OUT019,207.13050352504638
FDD09,OUT010,471.3068466911763
FDS33,OUT010,207.13050352504638
FDU22,OUT045,1892.0661445161295
FDI53,OUT013,2633.839843902438
DRH01,OUT049,2843.569789215686
FDX32,OUT013,2117.451380327869
NCP30,OUT018,646.088815789474
FDB60,OUT045,3011.5252991596626
FDB14,OUT049,1349.5129043321301
NCP02,OUT035,1068.5067658349315
FDJ10,OUT017,2006.4707423197485
FDG34,OUT046,1673.9839872860641
NCB18,OUT017,1349.5129043321301
FDM16,OUT049,1068.5067658349315
FDW25,OUT018,1349.5129043321301
FDB35,OUT010,207.13050352504638
DRN11,OUT013,2006.4707423197485
FDF41,OUT019,471.3068466911763
FDH16,OUT045,1349.5129043321301
NCQ50,OUT018,3805.948604166664
DRH23,OUT018,1068.5067658349315
DRJ37,OUT013,2432.6625807321775
DRJ24,OUT027,5041.821497446809
FDY16,OUT035,3190.643467582416
FDQ27,OUT045,1673.9839872860641
FDZ33,OUT045,2432.6625807321775
FDF29,OUT045,2117.451380327869
FDA08,OUT049,2633.839843902438
FDG31,OUT046,1068.5067658349315
FDE34,OUT019,471.3068466911763
NCR30,OUT027,1068.5067658349315
FDV33,OUT035,4125.174474540681
DRZ24,OUT018,2006.4707423197485
NCL54,OUT035,2843.569789215686
FDR12,OUT049,2843.569789215686
NCC54,OUT046,3549.850947508307
DRN59,OUT013,790.3307954098362
FDX50,OUT019,207.13050352504638
FDV31,OUT027,5041.821497446809
NCA29,OUT027,5041.821497446809
FDW60,OUT049,2843.569789215686
FDX08,OUT017,3190.643467582416
DRD49,OUT013,3549.850947508307
FDD33,OUT046,3549.850947508307
FDW35,OUT013,646.088815789474
FDJ36,OUT017,1673.9839872860641
FDV51,OUT035,2633.839843902438
FDW36,OUT046,1673.9839872860641
FDH35,OUT046,2633.839843902438
NCS30,OUT027,2846.4008225165553
FDN49,OUT017,646.088815789474
FDL08,OUT018,3805.948604166664
FDI09,OUT013,3549.850947508307
FDP19,OUT018,2006.4707423197485
FDU21,OUT010,207.13050352504638
NCP41,OUT045,1673.9839872860641
FDY10,OUT013,1892.0661445161295
FDP12,OUT018,646.088815789474
NCN26,OUT049,1892.0661445161295
FDK44,OUT013,2843.569789215686
FDC28,OUT049,1673.9839872860641
FDJ41,OUT027,5041.821497446809
NCT29,OUT035,2006.4707423197485
NCH42,OUT019,471.3068466911763
FDU60,OUT018,2633.839843902438
FDS02,OUT045,3011.5252991596626
FDC51,OUT046,2006.4707423197485
FDU03,OUT013,3190.643467582416
FDX39,OUT045,3805.948604166664
NCY05,OUT010,207.13050352504638
NCL06,OUT027,5041.821497446809
FDD32,OUT035,1349.5129043321301
NCN41,OUT045,2117.451380327869
NCX53,OUT049,2117.451380327869
FDU57,OUT019,471.3068466911763
FDQ23,OUT046,1673.9839872860641
FDQ52,OUT045,4125.174474540681
FDC14,OUT045,646.088815789474
FDY09,OUT035,2843.569789215686
FDQ28,OUT045,2432.6625807321775
FDV25,OUT046,3805.948604166664
FDJ07,OUT035,1892.0661445161295
DRB25,OUT049,1673.9839872860641
FDK52,OUT019,471.3068466911763
FDY52,OUT027,1068.5067658349315
FDB28,OUT046,3011.5252991596626
FDT36,OUT035,646.088815789474
FDV25,OUT017,3805.948604166664
NCN07,OUT027,2846.4008225165553
FDC57,OUT017,3011.5252991596626
FDQ03,OUT018,3549.850947508307
FDU23,OUT017,2633.839843902438
NCX41,OUT035,3805.948604166664
NCD06,OUT035,790.3307954098362
FDW08,OUT045,1673.9839872860641
NCU29,OUT017,2432.6625807321775
NCE06,OUT013,2633.839843902438
FDV52,OUT010,207.13050352504638
FDB02,OUT017,2843.569789215686
NCR18,OUT045,646.088815789474
FDK16,OUT049,1559.9736407643313
NCQ29,OUT010,471.3068466911763
FDZ01,OUT019,207.13050352504638
FDW27,OUT035,2633.839843902438
FDD17,OUT018,3805.948604166664
FDW39,OUT013,2843.569789215686
DRH59,OUT045,1068.5067658349315
FDS52,OUT013,1559.9736407643313
FDU40,OUT027,5041.821497446809
NCF54,OUT013,2843.569789215686
FDH46,OUT045,1673.9839872860641
NCP14,OUT049,1673.9839872860641
FDH50,OUT049,3190.643467582416
DRF15,OUT010,471.3068466911763
FDV27,OUT027,2846.4008225165553
NCJ06,OUT049,2117.451380327869
FDN02,OUT018,3549.850947508307
FDQ51,OUT049,790.3307954098362
FDQ07,OUT017,3549.850947508307
FDS45,OUT049,1673.9839872860641
NCJ06,OUT045,2117.451380327869
FDD36,OUT035,1892.0661445161295
FDY25,OUT045,3190.643467582416
FDU52,OUT046,2432.6625807321775
DRK47,OUT017,3549.850947508307
NCL30,OUT017,2117.451380327869
FDN22,OUT035,4125.174474540681
NCF30,OUT027,2846.4008225165553
FDK03,OUT035,4125.174474540681
FDT45,OUT017,1068.5067658349315
NCC54,OUT027,5041.821497446809
FDP08,OUT018,3011.5252991596626
FDU44,OUT046,2633.839843902438
DRG39,OUT035,1068.5067658349315
